song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Rescue Me,18,172640,0.666,0.677,0.546,1.47E-05,7,0.113,-9.7,1,0.0321,122.732,4,0.956
Cool Jerk,45,166746,0.339,0.704,0.574,0,10,0.0705,-14.524,0,0.0611,83.955,4,0.763
This Will Be (An Everlasting Love) - 2003 Digital Remaster,65,171360,0.185,0.682,0.605,0.00326,8,0.0469,-10.771,1,0.0403,125.96,4,0.914
Chain Gang,58,160000,0.636,0.698,0.661,0,7,0.228,-9.674,1,0.0416,131.808,4,0.824
I Just Want To Make Love To You,15,188093,0.877,0.584,0.525,2.65E-06,3,0.0967,-11.923,1,0.0686,102.174,4,0.657
Wade In The Water,43,176933,0.255,0.643,0.42,0,4,0.143,-12.93,1,0.0302,123.712,4,0.881
Machine Gun,10,159466,0.00935,0.739,0.971,0.783,5,0.288,-6.443,1,0.0345,113.111,4,0.767
Soul Man,63,159000,0.263,0.79,0.41,0.00314,0,0.174,-13.241,1,0.0343,112.345,4,0.815
Ain't No Mountain High Enough,41,151666,0.482,0.669,0.616,0,11,0.179,-10.776,0,0.033,130.037,4,0.818
Best of My Love,66,220560,0.447,0.784,0.713,0.14,0,0.0904,-6.865,1,0.0339,115.443,4,0.97
The Love I Lost,49,381093,0.198,0.659,0.697,0,2,0.0724,-11.971,1,0.0536,123.722,4,0.744
(Love Is Like A) Heat Wave - Single Version,13,165666,0.478,0.513,0.847,0.0272,5,0.343,-2.922,0,0.0535,82.967,4,0.817
(Your Love Keeps Lifting Me) Higher & Higher,73,181066,0.176,0.631,0.69,0,2,0.121,-6.676,1,0.0531,94.574,4,0.938
The Rubberband Man - Remastered Version,49,214880,0.477,0.789,0.709,5.95E-05,10,0.0434,-7.345,1,0.0471,97.198,4,0.952
Hard To Handle,62,141000,0.573,0.666,0.55,1.84E-06,10,0.122,-8.672,1,0.0612,95.552,4,0.961
I Second That Emotion,39,162293,0.213,0.703,0.73,0,2,0.0364,-5.725,1,0.0322,96.947,4,0.897
Twenty Five Miles,50,196333,0.135,0.806,0.731,0,9,0.115,-13.755,1,0.142,126.555,4,0.965
Come See About Me - Stereo Version,26,162306,0.675,0.729,0.637,0,7,0.217,-7.732,1,0.039,126.489,4,0.856
"It's a Disco Night (Rock Don't Stop), Pts. 1 & 2",45,315880,0.366,0.803,0.909,0.00901,11,0.0831,-6.039,0,0.0489,133.179,4,0.972
Love Train,67,178400,0.186,0.744,0.568,1.18E-05,0,0.163,-9.629,1,0.0494,122.657,4,0.687
Move On Up,56,165789,0.417,0.538,0.969,0.00154,11,0.119,-5.626,0,0.0906,138.652,4,0.928
Chain Of Fools,49,163039,0.0203,0.701,0.672,5.40E-06,10,0.518,-6.551,1,0.032,116.969,4,0.896
Who's Making Love,4,166066,0.229,0.782,0.349,0,10,0.203,-13.316,1,0.0642,115.308,4,0.72
Do I Love You (Indeed I Do),55,148306,0.242,0.581,0.961,0.000432,0,0.0891,-8.109,1,0.0593,133.981,4,0.823
Needle In A Haystack,58,149866,0.568,0.696,0.759,1.93E-06,0,0.13,-3.514,1,0.0289,77.505,4,0.696
I Got You (I Feel Good),20,167346,0.44,0.573,0.592,4.17E-06,7,0.0956,-6.724,1,0.13,144.408,5,0.707
Twistin' the Night Away,1,162173,0.643,0.397,0.911,0,6,0.284,-3.664,0,0.055,160.347,4,0.867
Money (That's What I Want),58,158493,0.349,0.656,0.813,0,5,0.114,-7.324,1,0.033,132.313,4,0.96
Work to Do,35,194600,0.553,0.562,0.88,3.45E-05,6,0.115,-5.645,0,0.12,181.824,4,0.939
Crystal Closet Queen,35,179866,0.355,0.626,0.882,0.000537,7,0.834,-8.819,1,0.0307,130.06,4,0.977
Soul Connection,56,149293,0.104,0.654,0.627,3.18E-05,2,0.143,-6.137,1,0.0298,109.057,4,0.817
The Way You Do The Things You Do,17,161040,0.307,0.599,0.55,1.64E-05,11,0.15,-9.777,1,0.0304,123.54,4,0.786
Can't Stop Now (Love Is Calling),32,160586,0.0103,0.545,0.706,0.00031,8,0.36,-6.365,1,0.028,87.369,4,0.885
The Love You Save,37,179306,0.362,0.76,0.745,0,0,0.156,-8.509,1,0.0434,113.729,4,0.921
A Fool In Love,43,160626,0.588,0.615,0.479,0.000277,7,0.272,-8.429,1,0.0644,127.04,4,0.788
"My Man, a Sweet Man",37,154573,0.147,0.576,0.716,6.65E-06,8,0.131,-7.377,1,0.0465,135.034,4,0.881
Shake - Remastered Stereo,58,161480,0.2,0.583,0.471,0.0037,7,0.0871,-9.712,0,0.0692,163.364,4,0.796
Sugar Dumplin',35,145946,0.117,0.626,0.877,0,4,0.247,-4.581,0,0.033,125.18,4,0.963
You Little Trustmaker,34,168040,0.142,0.753,0.87,0,7,0.101,-10.007,0,0.0528,127.23,4,0.925
Uptight (Everything's Alright),62,172013,0.0301,0.61,0.65,0,5,0.404,-9.91,0,0.0337,133.409,4,0.823
Doctor My Eyes,37,191826,0.214,0.429,0.867,0.0569,10,0.32,-6.687,1,0.0332,76.701,4,0.832
Tally Ho!,1,282333,0.19,0.686,0.861,0.86,7,0.0603,-5.999,1,0.0287,132.059,4,0.961
The Way You Do The Things You Do,2,161466,0.0858,0.675,0.863,1.06E-05,0,0.13,-6.762,1,0.0616,138.115,4,0.88
All Night Dancin',36,370106,0.00352,0.669,0.878,0.0158,0,0.192,-7.689,1,0.046,156.369,4,0.933
Watch Dog,30,128173,0.588,0.514,0.891,0.000307,9,0.697,-5.414,1,0.0861,152.482,4,0.838
"I Can't Help Myself (Sugar Pie, Honey Bunch)",32,160280,0.245,0.667,0.599,0,0,0.107,-8.894,1,0.0291,127.935,4,0.971
Sabor a Mí,60,168400,0.809,0.651,0.376,1.72E-06,8,0.13,-11.32,1,0.0435,97.011,4,0.593
Sin Ti,50,143853,0.835,0.802,0.523,1.26E-06,2,0.0817,-6.479,1,0.0383,105.071,4,0.631
Besame Mucho,7,181960,0.701,0.707,0.408,0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
El Reloj,4,157186,0.854,0.821,0.348,0,3,0.0854,-8.897,0,0.0433,112.053,4,0.714
Gema,2,154080,0.757,0.671,0.38,0,5,0.102,-10.267,1,0.0293,97.757,4,0.744
La Copa Rota,49,157760,0.731,0.66,0.515,0,6,0.112,-7.136,0,0.08,105.894,4,0.639
Historia de un Amor,46,168866,0.717,0.612,0.233,0.000459,7,0.123,-12.989,0,0.112,119.105,4,0.749
Rondando Tu Esquina,51,158333,0.868,0.877,0.29,0,3,0.267,-18.313,0,0.0532,109.316,4,0.81
Que Nadie Sepa Mi Sufrir,47,190400,0.756,0.648,0.346,8.60E-06,1,0.14,-11.387,0,0.0975,155.868,4,0.76
Piel Canela,48,153520,0.589,0.854,0.456,0,5,0.252,-9.579,1,0.041,119.289,4,0.906
Perfidia,53,140706,0.707,0.504,0.286,2.55E-06,5,0.112,-14.197,0,0.0466,97.916,4,0.593
Cien años,5,202640,0.802,0.612,0.183,3.38E-06,7,0.112,-13.277,1,0.0329,106.412,4,0.524
Quizas Quizas Quizas,51,172533,0.385,0.812,0.256,0,7,0.0729,-15.114,0,0.0515,118.36,4,0.911
En Mi Viejo San Juan,43,188773,0.688,0.674,0.394,8.28E-05,0,0.293,-11.036,1,0.0402,96.293,4,0.748
El Loco,46,172133,0.768,0.496,0.448,0.000291,7,0.13,-8.156,1,0.0313,115.284,4,0.519
Payaso,2,196226,0.764,0.765,0.498,1.39E-05,9,0.139,-7.293,1,0.028,92.024,4,0.51
La Barca,48,197032,0.908,0.666,0.492,0.000104,4,0.142,-5.341,1,0.0333,94.504,4,0.829
Te Odio y Te Quiero,48,185346,0.837,0.835,0.304,0.00156,5,0.13,-12.474,1,0.0445,111.581,4,0.843
Lagrimas Negras,48,227906,0.527,0.544,0.583,1.30E-05,11,0.088,-7.707,0,0.0613,90.885,4,0.617
Cerca del Mar,0,180013,0.95,0.531,0.296,0.00294,5,0.114,-13.464,1,0.033,92.335,4,0.677
Inolvidable,1,193200,0.819,0.357,0.43,0.000538,9,0.206,-7.817,0,0.0312,82.422,4,0.354
Toda Una Vida,41,155773,0.916,0.547,0.0421,0,4,0.177,-15.71,0,0.0518,87.105,4,0.301
Sombras nada mas,41,160720,0.425,0.598,0.492,0,7,0.327,-8.027,1,0.0339,113.514,4,0.846
Estoy Perdido,48,197306,0.791,0.627,0.188,0,11,0.325,-11.898,1,0.0383,96.992,4,0.44
No Me Platiques Mas,1,192967,0.695,0.245,0.355,0,8,0.125,-13.039,1,0.0427,85.56,4,0.398
"Novia Mia, Novia Mia",45,163805,0.443,0.602,0.653,0,4,0.325,-5.28,1,0.0383,107.23,4,0.734
Jacaranda,41,176889,0.605,0.741,0.321,3.52E-06,9,0.117,-8.134,1,0.032,91,4,0.495
La Última Noche,33,151320,0.969,0.555,0.332,0.031,0,0.161,-9.979,1,0.0339,128.417,4,0.655
María Bonita,15,201413,0.829,0.322,0.326,1.09E-06,9,0.198,-12.433,1,0.0521,188.734,4,0.49
No me platiques,45,198080,0.94,0.445,0.244,4.14E-05,7,0.32,-13.493,1,0.0441,94.418,4,0.333
Piensa en Mí,10,164000,0.339,0.617,0.297,1.03E-05,7,0.319,-10.867,1,0.0317,110.999,4,0.673
Lamento borincano - Remastered,40,247095,0.612,0.742,0.581,3.11E-05,10,0.162,-10.789,1,0.0339,133.268,4,0.803
Cómo Fue?,43,176773,0.417,0.576,0.406,0.274,10,0.221,-5.806,1,0.0336,97.949,4,0.298
Aquellos Ojos Verdes,45,186862,0.614,0.613,0.485,1.38E-05,4,0.184,-4.63,0,0.0243,99.419,4,0.463
En la Orilla del Mar,43,173866,0.911,0.491,0.253,0.000586,3,0.151,-10.842,1,0.0319,104.212,4,0.669
Bonita,43,193106,0.985,0.476,0.245,0.000822,5,0.257,-11.151,1,0.0316,90.023,4,0.362
Mar y Cielo,7,160160,0.702,0.743,0.344,0,2,0.179,-7.209,0,0.126,111.304,4,0.72
Plazos Traicioneros,41,173226,0.879,0.445,0.221,0.00133,9,0.148,-12.534,0,0.0446,174.152,4,0.352
Total,44,174213,0.708,0.525,0.277,0,0,0.125,-12.129,0,0.0383,108.949,4,0.559
Seguiré Mi Viaje,36,148653,0.915,0.692,0.311,1.33E-05,7,0.107,-9.27,1,0.0397,92.84,4,0.677
Conozco La Verdad,40,169693,0.902,0.722,0.191,0.00666,7,0.304,-11.21,1,0.0465,108.331,4,0.767
Dos Gardenias,41,183182,0.916,0.768,0.304,0.0898,5,0.501,-7.898,0,0.0447,116.054,4,0.948
Pagina Blanca,45,190386,0.864,0.56,0.479,4.08E-05,7,0.185,-7.279,1,0.0283,98.812,4,0.918
Candilejas,39,165186,0.484,0.612,0.402,8.44E-05,7,0.118,-6.475,1,0.0337,124.236,4,0.699
Cancionero,36,126413,0.959,0.374,0.108,5.04E-05,2,0.104,-15.849,1,0.0561,177.727,3,0.463
Prisionero del mar,39,183560,0.926,0.711,0.289,0.088,4,0.129,-17.284,1,0.0339,128.464,4,0.79
Se Acabó El Juguetito,46,146146,0.946,0.733,0.31,6.96E-05,5,0.185,-14.075,1,0.0582,113.592,4,0.934
Silencio,49,278640,0.883,0.335,0.306,0.00577,7,0.102,-10.559,1,0.0277,79.609,4,0.268
Me Dices Que Te Vas,39,193946,0.683,0.769,0.303,0.000114,0,0.176,-14.375,1,0.0367,112.211,4,0.643
Hipócrita,37,169240,0.785,0.748,0.394,0.000855,7,0.206,-11.145,1,0.11,119.837,4,0.574
Noche de ronda - Remastered,39,137482,0.825,0.531,0.235,0.000104,6,0.377,-11.595,1,0.122,141.765,3,0.514
Loca Pasión,41,171720,0.826,0.668,0.431,0.00158,5,0.151,-9.39,1,0.0304,113.667,1,0.779
Las Cuarenta,42,187626,0.753,0.643,0.279,0,2,0.262,-11.617,0,0.0693,99.606,4,0.796
Estúpido Cupido,40,153666,0.151,0.856,0.128,1.30E-05,10,0.0876,-23.137,1,0.114,128.096,4,0.717
Perfume de Gardênia,30,179986,0.539,0.582,0.367,9.98E-06,2,0.356,-12.249,0,0.0281,103.363,4,0.636
Envidia,37,189000,0.806,0.618,0.261,2.62E-05,10,0.092,-12.86,1,0.0358,83.676,4,0.552
Es mi reina,43,150733,0.602,0.646,0.519,0,0,0.238,-9.592,1,0.0724,135.915,4,0.771
Talisman,34,196138,0.836,0.769,0.261,0.0345,10,0.0853,-12.768,1,0.0327,104.976,4,0.606
Concha Nacar-Limosna,38,179560,0.977,0.432,0.108,0.00299,5,0.108,-18.701,1,0.0465,91.311,4,0.157
Señora tentación,35,210413,0.964,0.49,0.127,0,2,0.0987,-12.161,0,0.0583,102.653,4,0.311
I Like It Like That,36,265080,0.68,0.596,0.7,0.000277,5,0.623,-4.911,0,0.0323,133.45,4,0.926
Grazin' In The Grass,34,196600,0.0544,0.595,0.742,0.00027,5,0.0844,-7.964,1,0.0314,118.555,4,0.946
Boogaloo Blues,33,331868,0.609,0.744,0.192,1.07E-05,0,0.0914,-18.472,1,0.059,114.918,4,0.673
Bang Bang,40,247480,0.783,0.608,0.727,3.86E-06,3,0.515,-7.715,1,0.0709,127.172,4,0.835
"Lookie, Lookie",30,214986,0.75,0.546,0.514,0.0113,0,0.236,-10.352,1,0.0598,106.428,4,0.416
Ay Que Rico,1,205333,0.566,0.715,0.726,0.00062,7,0.121,-6.571,1,0.0541,131.28,4,0.868
You Gotta Love Me,29,375026,0.203,0.559,0.527,2.18E-06,0,0.0855,-8.562,1,0.0386,129.711,4,0.869
Llegaron Los Bonches,29,202050,0.697,0.713,0.452,0.000102,5,0.255,-18.49,1,0.04,148.919,4,0.976
Bad Breath,28,167933,0.766,0.717,0.604,0.0101,5,0.0828,-8.984,1,0.0562,141.627,4,0.889
Son Cuero Y Boogaloo,33,510400,0.833,0.568,0.757,0.0488,5,0.713,-5.341,1,0.0608,76.169,4,0.745
Summertime Blues,31,281426,0.664,0.745,0.623,0.00771,0,0.179,-6.05,0,0.0346,125.149,4,0.961
Para Ti Mi Boogaloo,26,152090,0.623,0.606,0.85,6.75E-06,0,0.331,-3.985,1,0.0784,142.233,4,0.831
Que Bueno Boogaloo,26,164946,0.317,0.539,0.757,0,8,0.214,-3.457,1,0.0413,143.453,4,0.932
Micaela,28,325920,0.816,0.545,0.677,0.00309,0,0.204,-5.529,1,0.0501,136.798,4,0.816
You're Moving Much Too Fast,25,200240,0.146,0.686,0.662,0.0133,7,0.225,-7.325,1,0.0594,124.6,4,0.919
Eso Se Baila Asi,38,321120,0.679,0.636,0.576,5.52E-05,0,0.0702,-8.454,1,0.0501,120.644,4,0.821
I'll Be A Happy Man,29,214520,0.213,0.661,0.576,3.42E-05,7,0.0702,-10.249,0,0.0347,136.286,4,0.971
TP Treat,29,237386,0.655,0.519,0.457,0,5,0.0696,-8.061,0,0.0463,116.209,4,0.755
Come And Get It,25,180386,0.506,0.576,0.513,8.12E-05,2,0.153,-8.541,0,0.0286,129.453,4,0.972
Riki Chi,25,255142,0.565,0.825,0.252,0.00853,7,0.0563,-19.311,1,0.105,111.847,4,0.895
That's How Rumors Start,35,452373,0.202,0.498,0.42,0.0113,5,0.241,-9.55,0,0.068,182.668,4,0.827
Marilu,26,247053,0.245,0.489,0.487,0.00763,7,0.0508,-10.809,0,0.0498,149.553,4,0.604
Oh Yeah,27,194173,0.853,0.586,0.686,1.80E-05,5,0.276,-7.158,1,0.201,143.777,4,0.762
Afro Shingaling,26,237944,0.629,0.591,0.753,0,5,0.686,-8.043,1,0.0304,140.42,4,0.961
Cisco Kid,23,241257,0.73,0.755,0.881,0.0028,0,0.923,-3.246,1,0.0427,132.789,4,0.915
Arrecotin Arrecotan,30,218346,0.631,0.493,0.405,0,2,0.088,-13.57,0,0.0433,111.076,4,0.886
Fever,35,165813,0.499,0.448,0.605,0,0,0.185,-4.448,0,0.057,154.016,4,0.71
It's Not What You Say,0,176146,0.724,0.809,0.592,0.00688,5,0.058,-7.265,1,0.0377,125.127,4,0.603
Pow Wow,23,228598,0.0549,0.637,0.954,0.531,9,0.237,-5.608,0,0.0885,125.166,4,0.527
Brooklyn Boogaloo,0,389312,0.57,0.809,0.673,6.27E-05,0,0.137,-5.121,0,0.0364,132.022,4,0.928
Born in the U.S.A.,73,278680,0.000373,0.398,0.952,7.75E-05,4,0.1,-6.042,1,0.061,122.093,4,0.584
American Pie,74,515866,0.6,0.527,0.509,0,7,0.144,-10.893,1,0.0628,138.317,4,0.497
Take the Money and Run,3,170173,0.0552,0.564,0.645,2.84E-06,0,0.151,-12.923,1,0.0484,99.302,4,0.836
Take It Easy - Remastered,53,211577,0.343,0.575,0.67,4.95E-06,7,0.129,-10.39,1,0.0318,139.191,4,0.74
Dream Baby Dream,26,302386,0.136,0.255,0.48,0,7,0.064,-8.144,1,0.0331,109.947,4,0.166
Ramblin' Man,47,297600,0.741,0.527,0.782,0.545,8,0.153,-8.734,1,0.0417,87.347,4,0.961
Romeo's Tune,2,212666,0.345,0.541,0.554,0.0247,9,0.215,-11.914,1,0.0306,94.826,4,0.737
Angel From Montgomery,36,224186,0.541,0.617,0.421,0.00227,0,0.125,-14.231,1,0.0318,131.653,4,0.39
Free Fallin',73,256000,0.219,0.63,0.449,0,5,0.0622,-13.243,1,0.0252,84.378,4,0.623
Keith Don't Go (Ode To The Glimmer Twin),33,263040,0.0367,0.502,0.679,0.172,4,0.763,-10.555,0,0.0529,140.115,4,0.885
The Old Man Down The Road,0,213346,0.0487,0.772,0.823,0.000302,9,0.0833,-4.946,1,0.03,133.738,4,0.751
Up On Cripple Creek - Remastered 2000,59,274893,0.226,0.72,0.716,0.00335,9,0.0932,-8.773,1,0.0723,144.376,4,0.953
Jack & Diane,55,256093,0.0338,0.812,0.407,3.83E-06,9,0.0555,-8.152,1,0.0433,103.968,4,0.584
It's Still Rock and Roll to Me,62,177266,0.0958,0.745,0.655,1.99E-06,5,0.0895,-7.589,1,0.166,141.429,4,0.582
Long Way Home,1,190200,0.511,0.655,0.18,0.000284,10,0.108,-18.06,1,0.032,141.065,4,0.5
Statesboro Blues,0,257184,0.254,0.457,0.63,4.78E-05,2,0.984,-11.013,1,0.0548,126.137,4,0.596
"Lawyers, Guns And Money",39,210093,0.0542,0.633,0.752,0.00199,9,0.0432,-7.227,1,0.0323,94.478,4,0.762
I Won't Back Down,50,175373,0.0485,0.775,0.638,1.11E-05,7,0.196,-9.635,1,0.0292,113.964,4,0.965
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),47,174426,0.0101,0.433,0.955,4.05E-06,9,0.24,-3.99,1,0.0665,163.793,4,0.897
The Night They Drove Old Dixie Down - Remastered,61,213266,0.453,0.508,0.493,0,0,0.241,-8.786,1,0.0327,127.671,4,0.467
We Take Care of Our Own,46,233946,0.000225,0.611,0.881,0.0864,5,0.252,-6.061,1,0.0405,122.977,4,0.773
Rock'n Me,2,187066,0.297,0.695,0.582,0,4,0.123,-11.35,1,0.0651,122.433,4,0.892
Centerfield,3,233666,0.155,0.81,0.928,1.47E-06,7,0.0598,-5.319,1,0.0491,142.405,4,0.973
Running On Empty,68,298093,0.006,0.531,0.948,0.0117,9,0.694,-5.438,1,0.0568,136.891,4,0.498
Illegal Smile,33,193266,0.742,0.499,0.279,1.47E-06,0,0.0907,-15.338,1,0.0529,161.609,4,0.421
Back It Up,30,141866,0.025,0.653,0.536,0.000105,11,0.258,-12.982,0,0.0522,131.028,4,0.857
I Don't Want To Go Home,38,217226,0.34,0.626,0.565,3.08E-06,5,0.056,-11.895,1,0.0356,121.819,4,0.966
For A Dancer,0,287666,0.0654,0.537,0.461,0,0,0.0749,-8.753,1,0.024,105.285,4,0.504
Born to Run,71,269920,0.00501,0.27,0.944,2.05E-05,4,0.116,-4.199,1,0.0975,146.347,4,0.606
Lola Montez,58,267680,0.00013,0.515,0.883,1.00E-05,2,0.0751,-4.823,1,0.0342,152.03,4,0.669
Besitos,53,264657,0.000158,0.434,0.907,2.51E-06,6,0.321,-3.967,1,0.0468,150.046,4,0.391
Love Drunk,36,227520,0.0134,0.425,0.976,0,10,0.169,-3.009,1,0.178,150.006,4,0.422
Heartbreaker,38,236160,0.000178,0.546,0.942,0.145,7,0.362,-3.036,1,0.0451,151.055,4,0.407
My Friends - Decade In The Sun Version,24,215706,0.0142,0.4,0.95,7.29E-05,2,0.266,-4.429,1,0.0543,149.981,4,0.516
Universe,40,209266,0.00271,0.468,0.901,1.76E-05,10,0.0964,-4.9,1,0.0508,149.941,4,0.772
I Got the Six - 2008 Remastered Version,43,174240,0.00401,0.62,0.893,0.0408,5,0.123,-4.076,1,0.0414,150.102,4,0.938
Midnight Shifter,26,216813,0.00283,0.51,0.958,1.72E-06,7,0.0848,-2.119,1,0.0907,151.647,4,0.677
Sickening,38,225986,8.98E-06,0.441,0.936,0.00486,4,0.0791,-6.823,1,0.0839,75.988,4,0.4
Bleed - Non-LP Version,1,215400,0.000248,0.513,0.905,0.00117,10,0.112,-3.781,1,0.0939,150.727,4,0.566
No One Cares,28,183253,0.00411,0.439,0.954,0,5,0.197,-4.405,1,0.207,150.016,4,0.223
Heaven Can Wait,0,210466,0.000135,0.466,0.784,0,7,0.219,-5.01,1,0.0345,150.087,4,0.534
Stained Silver,36,248426,0.00821,0.401,0.951,3.63E-05,1,0.203,-4.2,1,0.0558,150.501,4,0.277
I Am The Message,1,179613,0.000972,0.444,0.936,0.000135,11,0.106,-4.934,1,0.064,150.762,4,0.412
Homecoming,51,238733,0.00966,0.393,0.958,0,2,0.214,-2.102,1,0.0871,150.074,4,0.323
Give Until It Hurts,37,285468,0.000231,0.503,0.823,0,4,0.302,-5.057,1,0.0641,150.032,4,0.685
Drill It In My Brain,35,188169,0.00538,0.531,0.975,0,5,0.292,-3.122,1,0.095,151.001,4,0.747
Days Go By,2,241786,0.0027,0.401,0.976,0,9,0.13,-1.825,1,0.0682,150.046,4,0.293
Wait For Me,49,219693,0.0133,0.391,0.889,2.87E-06,3,0.113,-4.179,0,0.052,146.197,4,0.209
It's So Easy,58,201360,0.0134,0.375,0.973,9.52E-06,8,0.0947,-10.098,1,0.128,150.636,4,0.218
Got No Shame,39,274600,0.0257,0.48,0.978,0.00247,1,0.403,-5.636,1,0.0773,150.319,4,0.655
Temple,60,250453,0.00087,0.475,0.644,0.279,9,0.123,-7.782,1,0.0326,149.838,4,0.568
My Hero,69,260026,6.20E-05,0.374,0.927,0.000177,4,0.0575,-4.212,1,0.0652,154.047,4,0.301
You Could Be Mine,1,343640,0.0119,0.353,0.982,0.399,10,0.488,-5.652,0,0.128,150.908,4,0.346
Girls & Boys,33,213933,1.28E-05,0.397,0.972,0.14,10,0.135,-3.307,0,0.0662,151.448,4,0.421
Dance Till We Die (Bonus Track),34,179874,0.0194,0.563,0.844,0,10,0.319,-3.042,1,0.0329,150.017,4,0.85
The Great Escape,54,206520,0.00166,0.423,0.94,0,1,0.178,-4.012,0,0.0635,149.934,4,0.505
Someone Like You,28,342400,0.00183,0.487,0.928,0.304,6,0.111,-6.783,0,0.0363,152.021,4,0.836
One Last Dance,39,208906,0.000429,0.463,0.937,0,9,0.0989,-3.781,1,0.0455,151.166,4,0.65
Boys' Night Out,33,198666,0.0331,0.546,0.891,0.00148,9,0.0433,-8.175,1,0.0683,151.199,4,0.444
Lounge Act,54,156426,1.20E-05,0.322,0.958,3.34E-05,11,0.119,-5.377,0,0.0992,151.957,4,0.464
Saturday Night's Alright For Fighting,0,224306,0.0261,0.538,0.956,0.000147,9,0.279,-4.022,1,0.123,150.028,4,0.72
Glory (Edit),37,202586,1.35E-05,0.584,0.792,0.849,4,0.259,-6.024,1,0.0329,150.061,4,0.784
Daydreaming,55,271026,0.000542,0.495,0.909,0.000503,2,0.363,-5.575,1,0.0525,150.027,4,0.335
Teddy Picker,0,165000,0.000286,0.637,0.963,0.000889,9,0.0449,-5.116,1,0.0882,150.1,4,0.823
Back for More,0,202560,6.81E-06,0.452,0.996,1.99E-06,9,0.22,-2.342,1,0.114,152.01,4,0.168
Dance With You,26,209893,3.09E-05,0.537,0.817,2.27E-05,0,0.239,-4.787,1,0.0401,151.526,4,0.6
Run Run Run,34,270293,0.00175,0.386,0.939,0.000579,8,0.215,-6.318,1,0.0631,151.873,4,0.453
Cassius,49,229520,0.00885,0.571,0.929,0.000324,7,0.302,-5.349,1,0.0913,150.934,4,0.571
Show Me the Way,0,186026,0.00142,0.549,0.935,0,2,0.295,-3.35,1,0.0545,150.053,4,0.781
What Do You Want From Me?,29,248360,0.000587,0.478,0.972,0.00378,9,0.317,-5.372,0,0.0397,149.544,4,0.682
Beating Heart Baby,55,203733,0.0027,0.458,0.971,0,8,0.179,-4.549,1,0.1,149.938,4,0.489
Ball And Chain,37,241560,0.0547,0.363,0.533,0,0,0.115,-7.256,0,0.0297,73.741,4,0.222
Beat It,21,229400,0.0195,0.557,0.936,1.50E-06,0,0.305,-3.694,1,0.0681,149.954,4,0.841
Undecided,32,186320,5.76E-05,0.463,0.98,1.19E-05,9,0.122,-4.023,1,0.0659,150.959,4,0.668
Banquet,58,200400,0.000156,0.591,0.939,0.0111,10,0.0882,-4.911,0,0.0533,150.249,4,0.856
Taste (feat. Offset),95,232959,0.0236,0.884,0.559,0,0,0.101,-7.442,1,0.12,97.994,4,0.342
Ludacris,0,183771,0.0277,0.792,0.747,0,11,0.117,-8.753,0,0.342,94.498,4,0.584
Tap Out (feat. Jeremih),73,199960,0.105,0.676,0.62,0,5,0.211,-6.343,0,0.0562,100.06,4,0.607
"Down To Fuck (feat. YG, Ty Dolla $ign, Jeremih)",64,188645,0.254,0.833,0.742,0,5,0.242,-5.761,0,0.261,102.505,4,0.694
Up Now (feat. G-Eazy and Rich The Kid),72,198087,0.00294,0.956,0.544,0,1,0.104,-6.41,1,0.0822,104.011,4,0.127
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",62,238373,0.00582,0.743,0.339,0,1,0.0812,-7.678,1,0.409,203.927,4,0.118
"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",75,174335,0.371,0.9,0.385,0,1,0.142,-12.189,0,0.435,99.964,4,0.488
Swap Meet,69,198856,0.00392,0.893,0.633,0,7,0.134,-6.436,1,0.194,92.519,4,0.772
Thugz Mansion (feat. Ty Dolla $ign & YG),61,186613,0.0192,0.598,0.489,0,5,0.151,-9.307,0,0.0522,89.983,4,0.145
same squad,68,151053,0.0146,0.918,0.419,4.67E-06,7,0.195,-9.129,0,0.104,96.036,4,0.756
Double Up (feat. Belly and Dom Kennedy) - Bonus Track,64,361280,0.0544,0.604,0.436,0.000242,2,0.162,-8.32,1,0.188,107.978,4,0.239
Tints (feat. Kendrick Lamar),82,269106,0.101,0.798,0.867,0,1,0.0634,-5.971,0,0.12,109.04,4,0.668
All Nighter,52,145626,0.39,0.933,0.674,0.000151,8,0.309,-5.811,1,0.256,96.042,4,0.791
"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",61,186067,0.000633,0.743,0.522,0,8,0.116,-7.999,1,0.113,88.959,4,0.245
John Madden 2,0,153191,0.226,0.871,0.648,0,11,0.118,-5.886,0,0.3,94.023,4,0.409
"Made It (feat. Yhung T.O., Lul G & DaBoii)",58,255757,0.0626,0.727,0.7,0,0,0.1,-7.557,0,0.11,100.019,4,0.663
Organic Pimping (feat. Dreebo),42,178307,0.203,0.75,0.664,0,7,0.23,-7.546,1,0.231,92.05,4,0.786
Around Midnight,49,214175,0.165,0.919,0.564,0,4,0.0883,-6.574,0,0.292,93.924,4,0.743
Drip On You,39,115872,0.0216,0.705,0.477,0,9,0.219,-11.399,0,0.15,86.028,4,0.499
